BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,Building_age,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,%_LargestPropertyUseType,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,SourceEUI(kBtu/sf),%_GFAParking,%_GFABuilding,Nb_PropertyUseTypes
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,9,1.0,1,35289,Non-Refrigerated Warehouse,35289.0,1.0,876425.0,0.0,490823.0,385602.0,23.9,55.09999847,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,35,1.0,1,28920,Non-Refrigerated Warehouse,30000.0,1.037344398340249,1750419.0,0.0,279044.0,1471375.0,80.09,80.69999695,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,38,1.0,1,22176,Non-Refrigerated Warehouse,22176.0,1.0,736428.625,0.0,137469.0,598959.0,32.77,47.79999924,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98125.0,NORTH,42,1.0,3,39927,Office,39541.0,0.9903323565507051,3568419.5,0.0,3568419.0,0.0,24.88,283.3999939,0.0,1.0,2
NonResidential,Medical Office,98115.0,NORTH,36,1.0,2,26930,Medical Office,26930.0,1.0,1002995.0,0.0,1002995.0,0.0,6.99,116.9000015,0.2357965094689937,0.7642034905310063,1
NonResidential,Medical Office,98115.0,NORTH,48,1.0,2,38745,Medical Office,65069.0,1.6794166989288941,2890379.0,0.0,2251578.0,638800.0,49.62,119.0,0.0,1.0,2
NonResidential,Medical Office,98105.0,NORTHEAST,49,1.0,3,38378,Medical Office,35066.0,0.9137005576111313,1645605.125,0.0,729620.0,915985.0,53.73,92.80000305,0.0,1.0,2
NonResidential,Warehouse,98105.0,NORTHEAST,36,1.0,2,33576,Non-Refrigerated Warehouse,33576.0,1.0,1275231.75,0.0,390124.0,885108.0,49.73,64.19999695,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98105.0,NORTHEAST,41,1.0,1,33005,Supermarket/Grocery Store,34982.0,1.0599000151492197,10642754.0,0.0,7359683.0,3283070.0,225.67,759.2000122,0.0,1.0,2
NonResidential,Worship Facility,98107.0,BALLARD,106,1.0,2,21765,Worship Facility,21765.0,1.0,431390.4063,0.0,119922.0,311468.0,17.38,32.29999924,0.0,1.0,1
NonResidential,Worship Facility,98122.0,CENTRAL,115,1.0,2,26560,Worship Facility,26560.0,1.0,1751483.875,0.0,609983.0,1141501.0,64.88,117.1999969,0.0,1.0,1
NonResidential,Warehouse,98103.0,LAKE UNION,59,1.0,2,20140,Non-Refrigerated Warehouse,20140.0,1.0,116486.6016,0.0,116487.0,0.0,0.81,18.20000076,0.0,1.0,1
NonResidential,Retail Store,98118.0,GREATER DUWAMISH,24,1.0,2,38845,Retail Store,38845.0,1.0,6917280.0,0.0,3290526.0,3626753.0,215.56,364.0,0.0,1.0,2
NonResidential,Supermarket / Grocery Store,98118.0,GREATER DUWAMISH,63,1.0,1,26092,Supermarket/Grocery Store,25946.0,0.994404415146405,7619445.0,0.0,5004995.0,2614450.0,173.75,711.5,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98108.0,GREATER DUWAMISH,49,1.0,1,25500,Office,25500.0,1.0,1213869.75,0.0,198748.0,1015122.0,55.3,66.30000305,0.0,1.0,1
NonResidential,K-12 School,98107.0,BALLARD,94,1.0,3,35448,K-12 School,35448.0,1.0,1379932.5,0.0,280549.0,1099383.0,60.34,57.40000153,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98107.0,BALLARD,50,1.0,1,29214,Supermarket/Grocery Store,29214.0,1.0,9336239.0,0.0,6227281.0,3108958.0,208.53,781.0999756,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98107.0,BALLARD,16,1.0,1,89103,Supermarket/Grocery Store,47034.0,0.5278610147806471,14029480.0,0.0,7808020.0,6221459.0,384.85,660.2000122,0.4829803710312784,0.5170196289687216,2
NonResidential,Warehouse,98107.0,BALLARD,41,1.0,3,41478,Non-Refrigerated Warehouse,31932.0,0.7698538984521915,3035962.25,0.0,1799383.0,1236579.0,78.22,167.5,0.0,1.0,2
NonResidential,Warehouse,98107.0,BALLARD,36,1.0,1,39840,Non-Refrigerated Warehouse,39840.0,1.0,752104.0,0.0,752104.0,0.0,5.24,59.29999924,0.0,1.0,1
NonResidential,Worship Facility,98107.0,BALLARD,41,1.0,1,40445,Worship Facility,40445.0,1.0,786253.6875,0.0,271219.0,515035.0,29.24,34.40000153,0.0,1.0,1
NonResidential,Retail Store,98107.0,BALLARD,20,1.0,1,23500,Retail Store,23500.0,1.0,1137967.5,0.0,1021883.0,116084.0,13.29,141.6999969,0.0,1.0,1
NonResidential,Retail Store,98134.0,Ballard,49,1.0,1,22420,Retail Store,23067.0,1.0288581623550401,1404253.75,0.0,927422.0,476832.0,31.79,148.0,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98119.0,MAGNOLIA / QUEEN ANNE,55,1.0,1,25842,Supermarket/Grocery Store,25987.0,1.005611020818822,8518313.0,0.0,4656997.0,3861316.0,237.54,718.7000122,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98119.0,MAGNOLIA / QUEEN ANNE,34,1.0,3,25859,Office,25859.0,1.0,858780.625,0.0,665707.0,193073.0,14.9,88.69999695,0.0,1.0,2
NonResidential,Warehouse,98199.0,MAGNOLIA / QUEEN ANNE,42,1.0,1,25600,Non-Refrigerated Warehouse,20600.0,0.8046875,1730600.625,0.0,1249609.0,480992.0,34.26,173.0,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98199.0,MAGNOLIA / QUEEN ANNE,8,1.0,4,41784,Office,33385.0,0.7989900440359946,1294615.25,0.0,1294615.0,0.0,9.03,121.8000031,0.20100995596400537,0.7989900440359946,2
NonResidential,Warehouse,98199.0,MAGNOLIA / QUEEN ANNE,56,1.0,1,56884,Non-Refrigerated Warehouse,56884.0,1.0,1388345.125,0.0,785464.0,602881.0,37.49,54.5,0.0,1.0,1
NonResidential,Retail Store,98117.0,BALLARD,27,1.0,1,32810,Retail Store,32810.0,1.0,2017967.75,0.0,1316268.0,701700.0,46.44,148.3999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98119.0,MAGNOLIA / QUEEN ANNE,55,1.0,2,20022,Office,20784.0,1.0380581360503447,657385.8125,0.0,657386.0,0.0,4.58,99.30000305,0.0,1.0,1
NonResidential,Distribution Center,98119.0,MAGNOLIA / QUEEN ANNE,56,1.0,2,36498,Distribution Center,18229.0,0.49945202476848044,520011.8125,0.0,277628.0,242384.0,14.81,31.79999924,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98199.0,MAGNOLIA / QUEEN ANNE,9,1.0,4,30152,Office,25184.0,0.8352348102945079,845044.125,0.0,844068.0,976.0,5.94,105.3000031,0.18837888033961264,0.8116211196603874,2
NonResidential,Small- and Mid-Sized Office,98199.0,MAGNOLIA / QUEEN ANNE,37,1.0,4,22365,Office,21617.0,0.9665548848647441,727385.8125,0.0,727386.0,0.0,5.07,105.6999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98199.0,MAGNOLIA / QUEEN ANNE,22,1.0,4,30172,Office,30172.0,1.0,904059.875,0.0,904060.0,0.0,6.3,94.09999847,0.0,1.0,1
NonResidential,Warehouse,98107.0,BALLARD,89,1.0,4,42500,Non-Refrigerated Warehouse,42500.0,1.0,241478.5938,0.0,241478.0,0.0,1.68,15.89999962,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98107.0,BALLARD,48,1.0,2,23500,Office,23500.0,1.0,1686405.0,0.0,1192984.0,493421.0,34.52,181.3999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98107.0,BALLARD,50,1.0,1,22282,Office,22282.0,1.0,579888.3125,0.0,306298.0,273590.0,16.67,56.09999847,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98125.0,NORTH,85,1.0,2,37500,Office,37500.0,1.0,2235765.5,0.0,1614256.0,621509.0,44.26,152.6000061,0.0,1.0,1
NonResidential,K-12 School,98125.0,NORTHWEST,86,1.0,3,23983,K-12 School,23983.0,1.0,1164364.75,0.0,618998.0,545367.0,33.28,104.9000015,0.0,1.0,1
NonResidential,Distribution Center,98106.0,DELRIDGE,36,1.0,1,24100,Distribution Center,20100.0,0.8340248962655602,809870.8125,0.0,271509.0,538362.0,30.49,60.09999847,0.0,1.0,2
NonResidential,K-12 School,98105.0,NORTHEAST,12,3.0,2,31343,K-12 School,51515.0,1.643588680088058,3846501.25,0.0,1639135.0,2207366.0,128.66,144.8999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98199.0,MAGNOLIA / QUEEN ANNE,33,1.0,4,40571,Office,24008.0,0.5917527297823568,1286817.375,0.0,1286817.0,0.0,8.97,168.3000031,0.2674077543072638,0.7325922456927362,1
NonResidential,Small- and Mid-Sized Office,98199.0,MAGNOLIA / QUEEN ANNE,33,1.0,4,41707,Office,41707.0,1.0,1755788.5,0.0,1755788.0,0.0,12.24,132.1999969,0.3754525619200614,0.6245474380799386,2
NonResidential,Warehouse,98119.0,MAGNOLIA / QUEEN ANNE,61,1.0,2,39497,Non-Refrigerated Warehouse,25547.0,0.6468086183760792,1700057.375,0.0,1344071.0,355986.0,28.28,116.3000031,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98133.0,NORTHWEST,34,1.0,2,27574,Office,27574.0,1.0,1211349.25,0.0,1211349.0,0.0,8.44,137.8999939,0.0,1.0,1
NonResidential,Senior Care Community,98125.0,North,18,1.0,5,43661,Senior Care Community,43661.0,1.0,3936421.5,0.0,2741695.0,1194726.0,82.57,225.8999939,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98133.0,NORTHWEST,29,1.0,3,76105,Office,76105.0,1.0,2472350.25,0.0,2472350.0,0.0,17.24,102.0,0.35880691150384336,0.6411930884961566,1
NonResidential,Medical Office,98125.0,NORTH,28,1.0,3,28841,Medical Office,28841.0,1.0,1459199.75,0.0,955324.0,503875.0,33.42,122.4000015,0.0,1.0,1
NonResidential,K-12 School,98106.0,DELRIDGE,92,1.0,2,42975,K-12 School,21405.0,0.4980802792321117,959352.0,0.0,173165.0,786187.0,42.96,64.0,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98106.0,DELRIDGE,28,1.0,2,30659,Office,27262.0,0.8892005610098177,2619088.5,0.0,1804388.0,814700.0,55.85,180.1000061,0.0,1.0,3
NonResidential,Medical Office,98133.0,NORTHWEST,37,1.0,2,34759,Medical Office,44667.0,1.2850484766535286,1633105.375,0.0,1633105.0,0.0,11.39,114.8000031,0.0,1.0,2
NonResidential,Supermarket / Grocery Store,98144.0,GREATER DUWAMISH,51,1.0,1,21603,Supermarket/Grocery Store,21603.0,1.0,5833800.0,0.0,3900058.0,1933742.0,129.89,660.9000244,0.0,1.0,1
NonResidential,Distribution Center,98108.0,DELRIDGE,37,1.0,1,42900,Distribution Center,43050.0,1.0034965034965035,436252.5,0.0,436253.0,0.0,3.04,31.79999924,0.0,1.0,1
NonResidential,Warehouse,98144.0,DOWNTOWN,60,1.0,2,25840,Non-Refrigerated Warehouse,25840.0,1.0,313528.0938,0.0,313528.0,0.0,2.19,38.09999847,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98144.0,DOWNTOWN,15,1.0,5,70332,Office,44417.0,0.6315332992094637,1981115.25,0.0,1866104.0,115011.0,19.12,134.6000061,0.31415287493601773,0.6858471250639823,2
NonResidential,Supermarket / Grocery Store,98117.0,BALLARD,22,1.0,1,45522,Supermarket/Grocery Store,45522.0,1.0,12250422.0,0.0,7019711.0,5230709.0,326.74,604.9000244,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,19,1.0,2,40657,Office,40657.0,1.0,2826828.0,0.0,2742404.0,84424.0,23.6,214.0,0.0,1.0,2
NonResidential,Residence Hall,98104.0,EAST,112,1.0,1,44086,Residence Hall/Dormitory,44091.0,1.0001134146894706,3652708.75,1920474.25,1218944.0,513291.0,184.0,151.3999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,EAST,46,1.0,7,54372,Office,54372.0,1.0,1403820.0,0.0,1403820.0,0.0,9.79,81.09999847,0.38299124549400426,0.6170087545059957,2
NonResidential,Small- and Mid-Sized Office,98122.0,EAST,60,1.0,3,21282,Office,19658.0,0.9236913823888733,1245923.75,762542.3125,483381.0,0.0,62.23,123.9000015,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98125.0,NORTH,31,1.0,3,33580,Office,20590.0,0.6131625967837999,409578.4063,0.0,409579.0,0.0,2.86,62.5,0.38683740321620014,0.6131625967837999,2
NonResidential,Warehouse,98165.0,NORTH,39,1.0,1,21936,Non-Refrigerated Warehouse,21936.0,1.0,113130.0,0.0,71827.0,41303.0,2.69,12.30000019,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,DELRIDGE,28,1.0,2,66484,Office,49334.0,0.7420431983635161,3046543.0,0.0,3046543.0,0.0,21.24,125.3000031,0.0,1.0,3
NonResidential,Small- and Mid-Sized Office,98122.0,EAST,57,1.0,3,25151,Office,24155.0,0.9603991888990497,1356874.75,748984.6875,607890.0,0.0,62.05,116.3000031,0.0,1.0,1
NonResidential,Hotel,98104.0,EAST,88,1.0,6,35770,Hotel,35770.0,1.0,2640980.25,0.0,605147.0,2035833.0,112.34,112.9000015,0.0,1.0,1
NonResidential,Hotel,98101.0,EAST,88,1.0,9,48006,Hotel,48006.0,1.0,3239754.0,0.0,1533438.0,1706316.0,101.31,137.6000061,0.0,1.0,1
Nonresidential COS,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,43,1.0,2,21315,Office,20424.0,0.9581984517945109,2796425.0,0.0,820533.0,1975892.0,110.66,227.6999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98119.0,MAGNOLIA / QUEEN ANNE,32,1.0,4,57110,Office,36867.0,0.6455436876203817,2190460.0,0.0,1994494.0,195966.0,24.31,175.5,0.2768691997898792,0.7231308002101208,2
NonResidential,Small- and Mid-Sized Office,98121.0,DOWNTOWN,37,1.0,3,34030,Office,34030.0,1.0,1748629.875,0.0,1530330.0,218300.0,22.26,147.8999939,0.0,1.0,1
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,64,1.0,1,41308,Distribution Center,41308.0,1.0,1642471.5,0.0,1054767.0,587704.0,38.57,95.09999847,0.0,1.0,1
NonResidential,Warehouse,98119.0,MAGNOLIA / QUEEN ANNE,59,1.0,1,38255,Non-Refrigerated Warehouse,38255.0,1.0,985401.8125,0.0,401825.0,583577.0,33.8,49.0,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,27,1.0,3,48924,Office,31325.0,0.6402787997710735,2282551.25,0.0,1343373.0,939178.0,59.24,166.1000061,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98102.0,LAKE UNION,57,1.0,4,50333,Office,50333.0,1.0,1602084.375,0.0,1602084.0,0.0,11.17,99.90000153,0.35833349889734367,0.6416665011026563,1
NonResidential,Small- and Mid-Sized Office,98102.0,LAKE UNION,16,1.0,3,57132,Office,33705.0,0.5899495904221802,1994967.75,0.0,1994967.0,0.0,13.91,185.8999939,0.38346285794300916,0.6165371420569908,2
NonResidential,Worship Facility,98106.0,DELRIDGE,59,1.0,2,24224,Worship Facility,24224.0,1.0,968026.3125,0.0,534935.0,433091.0,26.73,88.09999847,0.0,1.0,2
NonResidential,Worship Facility,98106.0,DELRIDGE,53,1.0,1,23706,Worship Facility,23706.0,1.0,400770.9063,0.0,176869.0,223902.0,13.12,33.29999924,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98118.0,SOUTHEAST,57,1.0,1,67450,Supermarket/Grocery Store,42760.0,0.6339510748702742,2842819.5,0.0,2061754.0,781065.0,55.86,170.6000061,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98119.0,MAGNOLIA / QUEEN ANNE,37,1.0,2,43016,Office,43016.0,1.0,1234095.5,0.0,107823.0,1126273.0,60.57,35.40000153,0.12553468476845825,0.8744653152315418,1
NonResidential,Small- and Mid-Sized Office,98119.0,MAGNOLIA / QUEEN ANNE,76,1.0,2,20671,Office,20671.0,1.0,638507.125,0.0,198321.0,440186.0,24.76,52.5,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,89,1.0,1,21600,Non-Refrigerated Warehouse,21600.0,1.0,499828.5938,0.0,264154.0,235675.0,14.36,49.90000153,0.0,1.0,1
NonResidential,Worship Facility,98146.0,SOUTHWEST,39,1.0,1,35844,Worship Facility,35844.0,1.0,866126.375,0.0,866126.0,0.0,6.04,75.90000153,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,100,1.0,3,31774,Office,19896.0,0.6261723421665513,1639136.25,0.0,1477827.0,161309.0,18.87,142.1000061,0.0,1.0,3
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,63,1.0,1,26094,Non-Refrigerated Warehouse,26094.0,1.0,709990.8125,0.0,709991.0,0.0,4.95,85.40000153,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,33,1.0,2,23687,Office,23687.0,1.0,1084553.75,0.0,1084554.0,0.0,7.56,143.8000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,33,1.0,2,24221,Office,24221.0,1.0,1435562.75,0.0,1435563.0,0.0,10.01,186.1000061,0.0,1.0,1
NonResidential,Mixed Use Property,98101.0,DOWNTOWN,116,1.0,2,71919,Office,34550.0,0.4804015628693391,5381105.0,0.0,5381104.0,0.0,37.51,293.2000122,0.1958175169287671,0.804182483071233,3
NonResidential,Small- and Mid-Sized Office,98101.0,DOWNTOWN,116,1.0,2,32027,Office,17526.0,0.547225778249602,3999505.25,0.0,1820615.0,2178890.0,128.41,249.8999939,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,102,1.0,3,34425,Office,34425.0,1.0,2018385.75,0.0,1238171.0,780215.0,50.07,94.19999695,0.0,1.0,2
NonResidential,Medical Office,98116.0,SOUTHWEST,32,1.0,3,40304,Medical Office,20106.0,0.4988586740770147,1961581.5,0.0,1961581.0,0.0,13.67,306.2999878,0.29773719730051607,0.7022628026994839,2
NonResidential,Distribution Center,98108.0,GREATER DUWAMISH,26,1.0,1,29619,Distribution Center,15000.0,0.5064316823660489,1280263.75,0.0,553737.0,726527.0,42.45,84.5,0.0,1.0,2
NonResidential,K-12 School,98144.0,CENTRAL,94,1.0,2,21592,K-12 School,20700.0,0.9586884031122638,1431784.0,0.0,472592.0,959192.0,54.24,120.3000031,0.0,1.0,1
NonResidential,K-12 School,98115.0,NORTH,85,1.0,2,23923,K-12 School,23923.0,1.0,805643.5,0.0,504519.0,301124.0,19.51,79.40000153,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98144.0,CENTRAL,109,1.0,3,25200,Office,16000.0,0.6349206349206349,1748444.25,0.0,1208901.0,539543.0,37.08,181.8000031,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98144.0,CENTRAL,53,1.0,2,28296,Office,26899.0,0.9506290641786825,1328461.25,0.0,1328461.0,0.0,9.26,155.1000061,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98122.0,CENTRAL,17,1.0,3,31357,Office,25500.0,0.8132155499569474,1965075.625,0.0,1774664.0,190411.0,22.48,189.3000031,0.0,1.0,3
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,48,1.0,1,160000,Distribution Center,160000.0,1.0,1157976.5,0.0,1157977.0,0.0,8.07,22.70000076,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,56,1.0,1,53550,Non-Refrigerated Warehouse,53550.0,1.0,4590246.5,0.0,1499028.0,3091218.0,174.62,148.5,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,92,1.0,1,38412,Non-Refrigerated Warehouse,32000.0,0.8330729980214516,1628540.0,0.0,421294.0,1207246.0,67.05,64.80000305,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98108.0,GREATER DUWAMISH,63,1.0,1,24291,Office,24023.0,0.9889671071590301,655422.375,0.0,329487.0,325936.0,19.61,57.29999924,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,50,1.0,1,36544,Non-Refrigerated Warehouse,36544.0,1.0,1269847.75,0.0,1269847.0,0.0,8.85,109.0999985,0.0,1.0,1
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,69,1.0,1,21349,Distribution Center,13000.0,0.6089278186331912,659761.875,0.0,390044.0,269718.0,17.04,70.59999847,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,80,1.0,1,38630,Non-Refrigerated Warehouse,38500.0,0.996634739839503,416885.5938,0.0,416886.0,0.0,2.91,34.0,0.0,1.0,1
Nonresidential COS,Warehouse,98134.0,GREATER DUWAMISH,31,1.0,1,22803,Non-Refrigerated Warehouse,19373.0,0.8495811954567382,764094.5,0.0,413650.0,350444.0,21.5,73.09999847,0.0,1.0,2
NonResidential,Refrigerated Warehouse,98134.0,GREATER DUWAMISH,65,1.0,1,41550,Refrigerated Warehouse,41550.0,1.0,642645.1875,0.0,642645.0,0.0,4.48,48.59999847,0.0,1.0,1
NonResidential,K-12 School,98118.0,SOUTHEAST,104,1.0,2,42252,K-12 School,42252.0,1.0,2203758.5,0.0,318351.0,1885408.0,102.35,70.5,0.0,1.0,1
NonResidential,Worship Facility,98118.0,SOUTHEAST,35,1.0,3,22895,Worship Facility,22895.0,1.0,440419.1875,0.0,226988.0,213431.0,12.92,40.90000153,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,79,1.0,1,52325,Non-Refrigerated Warehouse,52325.0,1.0,808968.1875,0.0,540429.0,268539.0,18.03,37.79999924,0.0,1.0,1
NonResidential,Retail Store,98134.0,GREATER DUWAMISH,72,1.0,1,25880,Retail Store,25880.0,1.0,162960.0,0.0,162960.0,0.0,1.14,19.79999924,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,56,1.0,1,45842,Non-Refrigerated Warehouse,49802.0,1.0863836656341346,819354.625,0.0,671187.0,148167.0,12.55,31.39999962,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,50,1.0,1,20520,Non-Refrigerated Warehouse,15400.0,0.7504873294346979,1167887.75,0.0,458877.0,709011.0,40.85,106.5,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,71,1.0,1,22972,Non-Refrigerated Warehouse,22972.0,1.0,495481.0,0.0,495481.0,0.0,3.45,67.69999695,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,63,1.0,1,24990,Non-Refrigerated Warehouse,25649.0,1.0263705482192877,523614.0938,0.0,414213.0,109401.0,8.7,43.70000076,0.0,1.0,2
NonResidential,Distribution Center,98108.0,GREATER DUWAMISH,50,1.0,1,24354,Distribution Center,18470.0,0.758396977909173,735907.8125,0.0,472280.0,263628.0,17.29,72.30000305,0.0,1.0,2
NonResidential,Distribution Center,98108.0,GREATER DUWAMISH,57,1.0,1,33600,Distribution Center,24000.0,0.7142857142857143,847419.375,0.0,642794.0,204625.0,15.35,66.5,0.0,1.0,2
NonResidential,Refrigerated Warehouse,98108.0,GREATER DUWAMISH,59,1.0,1,25520,Refrigerated Warehouse,25200.0,0.987460815047022,1610794.75,0.0,575346.0,1035448.0,59.0,114.8000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98115.0,NORTH,42,1.0,2,24291,Office,24291.0,1.0,920430.625,0.0,920430.0,0.0,6.42,119.0,0.0,1.0,1
NonResidential,Retail Store,98115.0,NORTH,58,1.0,2,20738,Retail Store,20738.0,1.0,526752.8125,0.0,526753.0,0.0,3.67,79.80000305,0.0,1.0,1
NonResidential,Medical Office,98144.0,NORTH,30,1.0,2,28385,Medical Office,20575.0,0.7248546767658974,2654316.0,0.0,2654315.0,0.0,18.5,405.1000061,0.24858199753390875,0.7514180024660913,1
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,33,1.0,1,23143,Office,15609.0,0.6744587996370393,1139980.625,0.0,469813.0,670168.0,38.87,94.09999847,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,54,1.0,1,28800,Office,28800.0,1.0,2107743.75,0.0,786547.0,1028822.0,60.12,98.19999695,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,64,1.0,1,39600,Non-Refrigerated Warehouse,39600.0,1.0,405050.4063,0.0,405050.0,0.0,2.82,32.09999847,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,64,1.0,1,39600,Non-Refrigerated Warehouse,39600.0,1.0,468396.9063,0.0,338683.0,129714.0,9.25,30.29999924,0.0,1.0,1
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,79,1.0,1,41248,Distribution Center,41430.0,1.0044123351435221,1108310.875,0.0,918219.0,190092.0,16.5,74.40000153,0.0,1.0,1
NonResidential,Worship Facility,98116.0,SOUTHWEST,68,1.0,2,35864,Worship Facility,35864.0,1.0,1228113.5,0.0,467833.0,760281.0,43.64,63.20000076,0.0,1.0,1
NonResidential,Worship Facility,98108.0,GREATER DUWAMISH,62,1.0,1,20484,Worship Facility,20484.0,1.0,822636.625,0.0,115043.0,707593.0,38.38,53.90000153,0.0,1.0,1
NonResidential,Medical Office,98105.0,NORTHEAST,32,1.0,4,45264,Medical Office,21743.0,0.480359667727112,1849331.25,0.0,1849331.0,0.0,12.89,267.1000061,0.38931601272534466,0.6106839872746553,1
NonResidential,Small- and Mid-Sized Office,98102.0,LAKE UNION,56,1.0,2,34110,Office,34110.0,1.0,2563985.5,0.0,2563985.0,0.0,17.87,236.0,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,46,1.0,1,43390,Non-Refrigerated Warehouse,36430.0,0.8395943765844665,533742.8125,0.0,533743.0,0.0,3.72,38.59999847,0.0,1.0,2
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,57,1.0,1,35400,Non-Refrigerated Warehouse,35400.0,1.0,419978.6875,0.0,282006.0,137973.0,9.29,29.10000038,0.0,1.0,1
NonResidential,Distribution Center,98104.0,GREATER DUWAMISH,50,1.0,1,28144,Distribution Center,22201.0,0.788835986355884,858701.0,0.0,810350.0,48351.0,8.22,91.69999695,0.0,1.0,2
NonResidential,Warehouse,98199.0,GREATER DUWAMISH,100,1.0,3,71283,Non-Refrigerated Warehouse,57910.0,0.8123956623598895,2491238.25,0.0,1931964.0,559274.0,43.17,93.30000305,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98134.0,GREATER DUWAMISH,37,1.0,2,47368,Office,47368.0,1.0,1042652.625,0.0,1042653.0,0.0,7.27,69.09999847,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98122.0,CENTRAL,32,1.0,5,72613,Office,49825.0,0.6861718975940947,2602213.75,0.0,2086017.0,516197.0,41.96,142.3000031,0.31382810240590525,0.6861718975940947,2
SPS-District K-12,K-12 School,98118.0,SOUTHEAST,27,1.0,3,51672,K-12 School,51672.0,1.0,1436510.375,0.0,1213523.0,222987.0,20.3,78.30000305,0.0,1.0,1
Nonresidential COS,Medical Office,98118.0,SOUTHEAST,26,1.0,2,38352,Medical Office,19987.0,0.5211462244472257,2108861.75,0.0,2108861.0,0.0,14.7,240.8999939,0.2889549436795995,0.7110450563204005,2
