BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,Building_age,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,LargestPropertyUseTypeGFA,%_LargestPropertyUseType,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,SourceEUI(kBtu/sf),%_GFAParking,%_GFABuilding,Nb_PropertyUseTypes
Campus,K-12 School,98115.0,NORTHEAST,27,5.0,3,21500,K-12 School,96154.0,4.472279069767442,6689184.0,0.0,3307692.0,3381491.0,202.65,144.8999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,4,1.0,2,84116,Office,55000.0,0.6538589566788721,2641681.75,0.0,2605669.0,36012.0,20.08,149.3999939,0.3150054686385468,0.6849945313614533,1
NonResidential,Hotel,98121.0,DOWNTOWN,91,1.0,9,104000,Hotel,96000.0,0.9230769230769231,8690648.0,3578548.25,4159822.0,952277.0,355.8,176.6000061,0.0,1.0,2
NonResidential,Senior Care Community,98144.0,SOUTHEAST,35,1.0,3,78374,Senior Care Community,58665.0,0.7485262969862454,3321035.75,0.0,3321035.0,0.0,23.15,177.8000031,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,116,1.0,5,39960,Office,37120.0,0.928928928928929,2178690.5,0.0,1424622.0,754068.0,49.98,131.8000031,0.0,1.0,2
NonResidential,Hotel,98101.0,DOWNTOWN,90,1.0,11,36240,Hotel,36240.0,1.0,2147968.25,1158118.25,456350.0,533500.0,120.91,93.40000153,0.0,1.0,1
NonResidential,Hotel,98104.0,DOWNTOWN,107,1.0,6,35820,Hotel,35820.0,1.0,3321603.0,0.0,993349.0,2328254.0,130.58,155.3000031,0.0,1.0,1
NonResidential,K-12 School,98116.0,SOUTHWEST,94,1.0,2,33462,K-12 School,57896.0,1.730201422509115,3987215.5,0.0,574940.0,3412276.0,185.23,93.09999847,0.0,1.0,1
NonResidential,K-12 School,98116.0,SOUTHWEST,51,1.0,3,49744,K-12 School,49744.0,1.0,2096835.5,0.0,478349.0,1618486.0,89.29,64.40000153,0.0,1.0,1
NonResidential,Worship Facility,98116.0,SOUTHWEST,93,1.0,2,37816,Worship Facility,19407.0,0.5131954728157394,1411305.5,0.0,682782.0,728523.0,43.45,76.30000305,0.0,1.0,2
NonResidential,Supermarket / Grocery Store,98126.0,SOUTHWEST,70,1.0,2,25762,Supermarket/Grocery Store,25762.0,1.0,1906384.875,0.0,1906385.0,0.0,13.29,232.3999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98126.0,SOUTHWEST,35,1.0,3,43387,Office,45000.0,1.0371770345956162,2686765.0,0.0,2352594.0,334171.0,34.15,172.0,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,31,1.0,1,37500,Non-Refrigerated Warehouse,61419.0,1.63784,1811506.375,0.0,1799898.0,11608.0,13.16,92.19999695,0.0,1.0,1
NonResidential,Medical Office,98122.0,CENTRAL,26,1.0,2,39000,Medical Office,39000.0,1.0,2615247.75,0.0,2275174.0,340073.0,33.92,192.3000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98144.0,GREATER DUWAMISH,55,1.0,1,29740,Office,17804.0,0.5986550100874244,1467060.25,0.0,1259195.0,207865.0,19.82,139.0,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98144.0,SOUTHEAST,46,1.0,2,39170,Office,35500.0,0.9063058463109522,2130673.75,0.0,1085835.0,1044839.0,63.06,126.9000015,0.0,1.0,1
NonResidential,Retail Store,98134.0,GREATER DUWAMISH,102,1.0,1,20000,Retail Store,20000.0,1.0,557863.6875,0.0,557864.0,0.0,3.89,87.59999847,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,61,1.0,2,32400,Non-Refrigerated Warehouse,32700.0,1.0092592592592593,248616.0,0.0,248616.0,0.0,1.73,23.89999962,0.0,1.0,1
NonResidential,Supermarket / Grocery Store,98109.0,MAGNOLIA / QUEEN ANNE,54,1.0,1,25159,Supermarket/Grocery Store,25883.0,1.0287769784172662,8905287.0,0.0,4878886.0,4026400.0,247.85,755.2000122,0.0,1.0,2
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,61,1.0,1,26680,Distribution Center,33987.0,1.2738755622188906,243518.2031,0.0,243518.0,0.0,1.7,22.5,0.0,1.0,1
NonResidential,Warehouse,98106.0,DELRIDGE,63,1.0,1,31521,Non-Refrigerated Warehouse,31521.0,1.0,1788148.0,0.0,720945.0,1067203.0,61.71,107.4000015,0.0,1.0,1
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,18,1.0,1,35579,Distribution Center,35579.0,1.0,1096646.25,0.0,416047.0,680599.0,39.05,56.79999924,0.0,1.0,1
NonResidential,Distribution Center,98134.0,GREATER DUWAMISH,41,1.0,1,49950,Distribution Center,49950.0,1.0,238969.7031,0.0,238970.0,0.0,1.67,15.0,0.0,1.0,1
NonResidential,Worship Facility,98199.0,MAGNOLIA / QUEEN ANNE,69,1.0,2,22612,Worship Facility,22612.0,1.0,731321.8125,0.0,156920.0,574402.0,31.6,48.5,0.0,1.0,1
NonResidential,Warehouse,98134.0,GREATER DUWAMISH,78,1.0,1,30545,Non-Refrigerated Warehouse,23545.0,0.7708299230643313,1577040.875,0.0,481781.0,1095260.0,61.53,87.19999695,0.0,1.0,2
NonResidential,K-12 School,98112.0,MAGNOLIA / QUEEN ANNE,94,1.0,3,32691,K-12 School,33550.0,1.0262763451714538,971990.3125,0.0,472481.0,499509.0,29.82,59.90000153,0.0,1.0,1
NonResidential,Worship Facility,98119.0,MAGNOLIA / QUEEN ANNE,53,1.0,2,24227,Worship Facility,26210.0,1.0818508275890535,1086678.125,0.0,219393.0,867285.0,47.59,61.0,0.0,1.0,1
NonResidential,Distribution Center,98108.0,GREATER DUWAMISH,60,1.0,1,27000,Distribution Center,27000.0,1.0,651293.3125,0.0,341140.0,310153.0,18.85,51.70000076,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,LAKE UNION,59,1.0,2,21183,Office,13945.0,0.6583109096917339,361542.0938,0.0,361542.0,0.0,2.52,81.40000153,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98102.0,LAKE UNION,55,1.0,3,29392,Office,29392.0,1.0,755618.1875,0.0,735889.0,19729.0,6.18,79.30000305,0.13044365813826891,0.869556341861731,2
NonResidential,Large Office,98102.0,LAKE UNION,31,1.0,5,137738,Office,77796.0,0.5648114536293543,4704936.5,0.0,4704936.0,0.0,32.8,179.6999969,0.40296795365113475,0.5970320463488652,3
NonResidential,Residence Hall,98103.0,LAKE UNION,28,1.0,3,21118,Residence Hall/Dormitory,21118.0,1.0,1361427.75,0.0,710939.0,650489.0,39.5,138.1000061,0.0,1.0,1
NonResidential,Large Office,98103.0,LAKE UNION,3,1.0,5,206126,Office,101941.0,0.494556727438557,4489661.0,0.0,3601473.0,887828.0,72.26,110.5999985,0.38463852206902577,0.6153614779309743,4
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,116,1.0,2,20500,Office,20500.0,1.0,1326178.125,0.0,1282333.0,43845.0,11.27,198.6999969,0.0,1.0,1
NonResidential,Senior Care Community,98117.0,BALLARD,50,1.0,2,34636,Senior Care Community,36000.0,1.0393809908765446,12148720.0,0.0,3561375.0,8587344.0,480.9,561.0999756,0.895022519921469,0.10497748007853101,2
NonResidential,Worship Facility,98115.0,NORTHEAST,86,1.0,2,25521,Worship Facility,25521.0,1.0,605186.3125,0.0,361384.0,243802.0,15.47,54.5,0.0,1.0,1
NonResidential,K-12 School,98115.0,NORTHEAST,30,1.0,1,23190,K-12 School,23190.0,1.0,1705515.25,0.0,486316.0,1219199.0,68.14,121.0999985,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,NORTHWEST,56,1.0,1,20678,Office,23100.0,1.1171293161814488,770333.0,0.0,179517.0,590816.0,32.63,51.29999924,0.0,1.0,1
NonResidential,K-12 School,98103.0,NORTHWEST,94,1.0,3,28820,K-12 School,33780.0,1.1721027064538514,2595783.5,0.0,680757.0,1915026.0,106.45,122.8000031,0.0,1.0,1
NonResidential,Worship Facility,98178.0,SOUTHEAST,62,1.0,2,27876,Worship Facility,44816.0,1.607691203902999,1829981.375,0.0,611581.0,1218400.0,68.97,71.40000153,0.0,1.0,1
SPS-District K-12,K-12 School,98109.0,MAGNOLIA / QUEEN ANNE,91,1.0,1,48789,K-12 School,48789.0,1.0,1298307.625,0.0,857142.0,441165.0,29.41,64.69999695,0.0,1.0,1
NonResidential,Senior Care Community,98118.0,SOUTHEAST,50,1.0,2,48882,Senior Care Community,41922.0,0.8576163004787039,6782435.0,0.0,2708255.0,4074180.0,235.26,304.8999939,0.14796857739045047,0.8520314226095496,2
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,39,1.0,1,22320,Non-Refrigerated Warehouse,22320.0,1.0,439065.9063,0.0,439066.0,0.0,3.06,61.79999924,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98108.0,GREATER DUWAMISH,34,1.0,2,40029,Office,31800.0,0.7944240425691373,1471914.25,0.0,1471914.0,0.0,10.26,115.5,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98108.0,GREATER DUWAMISH,46,1.0,2,28304,Office,27185.0,0.9604649519502544,1269367.5,0.0,1269367.0,0.0,8.85,146.6000061,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98108.0,GREATER DUWAMISH,47,1.0,2,25872,Office,24988.0,0.9658317872603587,2399353.5,0.0,985457.0,1413896.0,81.96,183.1999969,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,47,1.0,1,20500,Non-Refrigerated Warehouse,21386.0,1.043219512195122,222600.0938,0.0,222600.0,0.0,1.55,32.70000076,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,58,1.0,2,21436,Office,21436.0,1.0,534703.6875,0.0,534704.0,0.0,3.73,78.30000305,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,31,1.0,3,31417,Office,26295.0,0.8369672470318618,1126157.25,0.0,687472.0,438685.0,28.09,99.59999847,0.25814049718305376,0.7418595028169462,2
NonResidential,Retail Store,98101.0,DOWNTOWN,100,1.0,2,25920,Retail Store,25920.0,1.0,478690.0938,0.0,478690.0,0.0,3.34,58.0,0.0,1.0,1
NonResidential,Retail Store,98121.0,DOWNTOWN,97,1.0,2,25920,Retail Store,38880.0,1.5,1011667.5,0.0,867448.0,144219.0,13.71,74.0,0.0,1.0,1
NonResidential,Hotel,98121.0,DOWNTOWN,106,1.0,8,61721,Hotel,61721.0,1.0,2897079.75,0.0,2534592.0,362488.0,36.92,150.3999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98121.0,DOWNTOWN,97,1.0,2,25920,Office,23995.0,0.925733024691358,1793851.375,0.0,1057542.0,736309.0,46.48,170.6000061,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98101.0,EAST,91,1.0,4,39760,Office,39760.0,1.0,2478960.0,1739620.75,512225.0,227114.0,149.91,99.09999847,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98101.0,EAST,70,1.0,3,22667,Office,22667.0,1.0,3767135.0,1639341.375,1972293.0,155501.0,148.55,367.3999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98103.0,LAKE UNION,15,1.0,5,33740,Office,15908.0,0.4714878482513337,1291405.25,0.0,1291405.0,0.0,9.0,164.3999939,0.17812685240071133,0.8218731475992886,3
NonResidential,Retail Store,98103.0,LAKE UNION,105,1.0,2,20516,Retail Store,10155.0,0.4949795281731332,1021796.625,0.0,264984.0,756812.0,42.04,89.59999847,0.0,1.0,2
NonResidential,Retail Store,98103.0,LAKE UNION,110,1.0,3,27480,Retail Store,22218.0,0.8085152838427948,1215156.25,0.0,1215156.0,0.0,8.47,123.5,0.0,1.0,2
NonResidential,Mixed Use Property,98103.0,LAKE UNION,69,1.0,1,46958,Office,40313.0,0.8584905660377359,1818867.875,0.0,1436548.0,382320.0,30.32,104.5999985,0.0,1.0,4
NonResidential,Distribution Center,98103.0,LAKE UNION,32,1.0,1,26532,Distribution Center,26532.0,1.0,1934224.25,0.0,784585.0,1149639.0,66.53,138.3999939,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98107.0,LAKE UNION,30,1.0,2,35600,Office,36839.0,1.034803370786517,2173143.75,0.0,2104103.0,69040.0,18.34,181.3000031,0.0,1.0,2
NonResidential,Worship Facility,98119.0,MAGNOLIA / QUEEN ANNE,67,1.0,3,62000,Worship Facility,57200.0,0.9225806451612903,1799664.125,0.0,286965.0,1512699.0,82.34,40.0,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,35,1.0,2,23600,Office,23600.0,1.0,776248.6875,0.0,776249.0,0.0,5.41,103.3000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,30,1.0,3,40067,Office,40067.0,1.0,2303732.75,0.0,2303732.0,0.0,16.06,180.5,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,27,1.0,3,26419,Office,26419.0,1.0,1074989.0,0.0,1074989.0,0.0,7.49,127.8000031,0.26200840304326434,0.7379915969567357,1
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,37,1.0,3,25262,Office,25262.0,1.0,1469556.25,0.0,1174674.0,294882.0,23.85,158.3000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,36,1.0,3,34106,Office,32739.0,0.959919075822436,1619177.125,0.0,1619177.0,0.0,11.29,155.3000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,36,1.0,3,34545,Office,34545.0,1.0,2313978.75,0.0,2313979.0,0.0,16.13,210.3000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,36,1.0,3,70296,Office,70296.0,1.0,2782066.5,0.0,2782066.0,0.0,19.39,124.3000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98104.0,DOWNTOWN,114,1.0,4,27838,Office,27838.0,1.0,1217509.125,0.0,1217509.0,0.0,8.49,137.3000031,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98133.0,NORTHWEST,65,1.0,2,39815,Office,27118.0,0.6811000879065678,2050600.75,0.0,1488811.0,561790.0,40.22,132.1999969,0.0,1.0,2
NonResidential,Warehouse,98133.0,NORTHWEST,44,1.0,1,48112,Non-Refrigerated Warehouse,48112.0,1.0,1485945.875,0.0,1485946.0,0.0,10.36,97.0,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98133.0,NORTHWEST,15,1.0,2,42793,Office,26275.0,0.6140022900941743,1772188.5,0.0,1772188.0,0.0,12.35,211.8000031,0.3859977099058257,0.6140022900941743,2
NonResidential,Retail Store,98133.0,NORTHWEST,18,1.0,1,26115,Retail Store,26115.0,1.0,1689372.625,0.0,1148350.0,541023.0,36.74,159.8000031,0.0,1.0,1
NonResidential,Worship Facility,98105.0,NORTHEAST,67,1.0,1,26033,Worship Facility,30044.0,1.1540736757192793,1149140.25,0.0,340323.0,808817.0,45.33,63.79999924,0.0,1.0,2
NonResidential,K-12 School,98109.0,MAGNOLIA / QUEEN ANNE,9,1.0,4,48660,K-12 School,49468.0,1.0166050143855323,1881516.125,0.0,822509.0,1059007.0,61.98,74.69999695,0.0,1.0,1
NonResidential,Senior Care Community,98109.0,MAGNOLIA / QUEEN ANNE,46,1.0,2,46539,Senior Care Community,46539.0,1.0,5400049.5,0.0,2306556.0,3093493.0,180.38,225.3999939,0.0,1.0,1
NonResidential,Residence Hall,98121.0,DOWNTOWN,107,1.0,4,29796,Residence Hall/Dormitory,29796.0,1.0,2233262.0,0.0,845812.0,1387450.0,79.58,138.0,0.0,1.0,1
NonResidential,Retail Store,98121.0,DOWNTOWN,96,1.0,2,26400,Retail Store,14428.0,0.5465151515151515,983595.875,0.0,761163.0,222433.0,17.12,121.3000031,0.0,1.0,3
NonResidential,Small- and Mid-Sized Office,98121.0,DOWNTOWN,98,1.0,3,38148,Office,37853.0,0.9922669602600398,1262255.75,0.0,1262255.0,0.0,8.8,78.69999695,0.0,1.0,2
NonResidential,Worship Facility,98119.0,MAGNOLIA / QUEEN ANNE,61,1.0,5,31945,Worship Facility,31945.0,1.0,1806468.0,0.0,1806468.0,0.0,12.59,177.6000061,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98109.0,MAGNOLIA / QUEEN ANNE,31,1.0,5,85963,Office,52908.0,0.6154740993218012,4480961.0,0.0,4480960.0,0.0,31.24,265.8999939,0.38452590067819875,0.6154740993218012,2
NonResidential,Retail Store,98101.0,DOWNTOWN,116,1.0,4,34680,Retail Store,34680.0,1.0,1169948.875,0.0,774990.0,394959.0,26.38,82.09999847,0.0,1.0,1
NonResidential,Worship Facility,98101.0,DOWNTOWN,48,1.0,3,75058,Worship Facility,75058.0,1.0,5587347.0,0.0,1057107.0,4530240.0,247.97,107.5999985,0.45977777185643104,0.540222228143569,1
NonResidential,Retail Store,98101.0,DOWNTOWN,101,1.0,1,36504,Retail Store,16200.0,0.4437869822485207,2100982.75,0.0,1968493.0,132489.0,20.76,390.1000061,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98101.0,DOWNTOWN,109,1.0,6,35200,Office,35200.0,1.0,2998208.25,0.0,2998208.0,0.0,20.9,267.5,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98101.0,DOWNTOWN,109,1.0,5,35840,Office,35840.0,1.0,1538750.625,0.0,723240.0,815511.0,48.35,87.30000305,0.0,1.0,1
NonResidential,Other,98101.0,DOWNTOWN,75,1.0,2,25920,Bank Branch,23230.0,0.8962191358024691,1333432.125,0.0,1333432.0,0.0,9.3,180.1999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98101.0,DOWNTOWN,88,1.0,4,30525,Office,15609.0,0.5113513513513513,2883139.0,762032.8125,2121106.0,0.0,73.61,349.0,0.0,1.0,2
NonResidential,Medical Office,98122.0,EAST,54,1.0,2,30855,Medical Office,21571.0,0.699108734402852,2946756.25,0.0,1537788.0,1408968.0,85.55,292.3999939,0.3333333333333333,0.6666666666666666,1
NonResidential,Small- and Mid-Sized Office,98122.0,EAST,106,1.0,3,73549,Office,41632.0,0.5660444057703028,2828950.5,0.0,927581.0,1901370.0,107.45,66.69999695,0.0,1.0,2
NonResidential,Worship Facility,98104.0,EAST,54,1.0,3,37796,Worship Facility,53000.0,1.4022647899248597,2465983.5,1379517.75,883838.0,202628.0,123.41,87.69999695,0.0,1.0,2
NonResidential,Warehouse,98107.0,BALLARD,56,1.0,1,36444,Non-Refrigerated Warehouse,36444.0,1.0,161311.0938,0.0,161311.0,0.0,1.12,13.89999962,0.0,1.0,1
NonResidential,Warehouse,98107.0,BALLARD,66,1.0,1,27553,Non-Refrigerated Warehouse,27553.0,1.0,966677.125,0.0,427592.0,539085.0,31.61,69.30000305,0.0,1.0,1
NonResidential,Retail Store,98109.0,LAKE UNION,52,1.0,2,45271,Retail Store,45271.0,1.0,2553763.5,0.0,1146853.0,1406910.0,82.72,112.1999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,96,1.0,3,28380,Office,28380.0,1.0,1372213.375,0.0,804313.0,567900.0,35.77,110.0,0.42917547568710357,0.5708245243128964,1
NonResidential,Large Office,98109.0,LAKE UNION,7,1.0,5,508160,Office,329850.0,0.649106580604534,28053172.0,0.0,21725258.0,6327910.0,487.53,219.1000061,0.0,1.0,3
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,90,1.0,3,26176,Office,23730.0,0.9065556234718827,966907.375,0.0,417532.0,549375.0,32.09,79.59999847,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,90,1.0,1,37740,Office,37481.0,0.9931372549019608,7442314.5,0.0,6974197.0,468117.0,73.48,597.4000244,0.0,1.0,2
NonResidential,Worship Facility,98109.0,MAGNOLIA / QUEEN ANNE,7,1.0,3,23241,Worship Facility,23241.0,1.0,739210.5,0.0,403459.0,335751.0,20.64,69.69999695,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,17,1.0,4,38038,Office,38038.0,1.0,2003807.75,0.0,2003807.0,0.0,13.97,165.3999939,0.0,1.0,2
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,9,1.0,4,64596,Office,41591.0,0.6438633971143725,2524228.25,0.0,1219486.0,1304742.0,77.8,125.0,0.38076661093566166,0.6192333890643383,2
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,88,1.0,3,41466,Office,35404.0,0.8538079390343897,9190442.0,0.0,5506689.0,3683752.0,234.03,523.7000122,0.14619206096561038,0.8538079390343897,3
NonResidential,Large Office,98109.0,LAKE UNION,3,1.0,6,130710,Office,120548.0,0.9222553744931528,7429423.0,0.0,6677063.0,752359.0,86.51,166.3000031,0.7711728253385357,0.22882717466146432,4
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,90,1.0,4,35780,Office,22341.0,0.6243991056456121,1912760.75,0.0,1912760.0,0.0,13.33,196.6000061,0.0,1.0,3
NonResidential,Mixed Use Property,98109.0,MAGNOLIA / QUEEN ANNE,52,1.0,4,25132,Office,8061.0,0.32074645869807417,564754.1875,0.0,564754.0,0.0,3.94,174.6000061,0.290784657010982,0.709215342989018,3
NonResidential,Small- and Mid-Sized Office,98101.0,DOWNTOWN,97,1.0,4,47686,Office,25500.0,0.5347481441093822,2071670.25,897694.0,1173976.0,0.0,77.48,140.1999969,0.0,1.0,2
NonResidential,Mixed Use Property,98121.0,DOWNTOWN,26,1.0,4,82065,Parking,36036.0,0.439115335404862,1717130.875,0.0,1717131.0,0.0,11.97,129.8000031,0.42405410345457867,0.5759458965454213,3
NonResidential,Small- and Mid-Sized Office,98101.0,DOWNTOWN,106,1.0,4,36160,Office,36160.0,1.0,1862176.875,0.0,1862177.0,0.0,12.98,161.6999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98121.0,DOWNTOWN,107,1.0,5,66900,Office,68048.0,1.0171599402092675,1634178.25,0.0,1574921.0,59257.0,14.13,73.59999847,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98102.0,LAKE UNION,16,1.0,3,50499,Office,36959.0,0.7318758787302719,3205182.5,0.0,3202764.0,2418.0,22.46,272.2000122,0.2681241212697281,0.7318758787302719,2
NonResidential,Small- and Mid-Sized Office,98104.0,LAKE UNION,52,1.0,5,54465,Office,57972.0,1.0643899752134398,3600571.25,0.0,3251200.0,349371.0,41.22,182.3999939,0.17635178555035344,0.8236482144496465,2
NonResidential,K-12 School,98102.0,EAST,86,1.0,2,45960,K-12 School,45960.0,1.0,4167253.75,0.0,834638.0,3332616.0,182.81,133.1999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98109.0,LAKE UNION,57,1.0,2,21128,Office,21128.0,1.0,436604.0938,0.0,436604.0,0.0,3.04,64.90000153,0.0,1.0,1
NonResidential,Hotel,98109.0,LAKE UNION,57,1.0,4,38520,Hotel,38500.0,0.9994807892004154,2804534.0,0.0,1597279.0,1207255.0,75.25,163.1999969,0.0,1.0,1
NonResidential,Hotel,98109.0,LAKE UNION,55,1.0,3,29186,Hotel,19000.0,0.6509970533817584,867184.375,0.0,343234.0,523951.0,30.22,85.69999695,0.14582333995751387,0.8541766600424862,1
NonResidential,Worship Facility,98109.0,LAKE UNION,56,1.0,1,27338,Worship Facility,27338.0,1.0,581289.0,0.0,581289.0,0.0,4.05,66.80000305,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98119.0,MAGNOLIA / QUEEN ANNE,86,1.0,3,45864,Office,45864.0,1.0,2590622.0,0.0,480350.0,2110272.0,115.43,81.19999695,0.0,1.0,1
NonResidential,K-12 School,98125.0,NORTHWEST,17,1.0,2,49252,K-12 School,61099.0,1.2405384552911556,3485865.5,0.0,1738749.0,1747116.0,104.91,119.4000015,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98102.0,LAKE UNION,29,1.0,3,33176,Office,33176.0,1.0,1426279.5,0.0,862441.0,563838.0,35.96,99.5,0.0,1.0,2
NonResidential,Worship Facility,98108.0,GREATER DUWAMISH,39,1.0,99,21948,Worship Facility,21948.0,1.0,326001.1875,0.0,326001.0,0.0,2.27,46.59999847,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,39,1.0,1,29380,Non-Refrigerated Warehouse,16768.0,0.5707283866575902,856088.625,0.0,856089.0,0.0,5.97,91.5,0.0,1.0,3
NonResidential,Worship Facility,98122.0,EAST,94,1.0,2,22688,Worship Facility,22688.0,1.0,331675.0,0.0,228628.0,103047.0,7.07,36.40000153,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98118.0,GREATER DUWAMISH,34,1.0,2,41262,Office,40738.0,0.9873006640492463,1903455.875,0.0,1903455.0,0.0,13.27,146.6999969,0.0,1.0,1
NonResidential,Worship Facility,98115.0,NORTH,108,1.0,3,45680,Worship Facility,45680.0,1.0,2077039.375,0.0,509352.0,1567688.0,86.81,71.0,0.0,1.0,1
NonResidential,Senior Care Community,98109.0,LAKE UNION,10,1.0,14,724148,Senior Care Community,726000.0,1.0025574882482586,37797084.0,0.0,23718388.0,14078694.0,913.07,122.9000015,0.0,1.0,1
NonResidential,Worship Facility,98106.0,SOUTHWEST,59,1.0,1,23562,Worship Facility,18278.0,0.775740599270011,531737.1875,0.0,531737.0,0.0,3.71,49.90000153,0.0,1.0,2
NonResidential,Refrigerated Warehouse,98108.0,GREATER DUWAMISH,102,1.0,2,45594,Refrigerated Warehouse,45594.0,1.0,1351267.875,0.0,1351268.0,0.0,9.42,93.09999847,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,41,1.0,1,28126,Non-Refrigerated Warehouse,21780.0,0.7743724667567375,870625.8125,0.0,598370.0,272256.0,18.63,77.0,0.0,1.0,2
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,52,1.0,1,35000,Non-Refrigerated Warehouse,35000.0,1.0,378714.4063,0.0,378714.0,0.0,2.64,34.0,0.0,1.0,1
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,54,1.0,1,26150,Non-Refrigerated Warehouse,26150.0,1.0,1208407.625,0.0,815508.0,392900.0,26.55,113.6999969,0.0,1.0,1
NonResidential,Small- and Mid-Sized Office,98108.0,GREATER DUWAMISH,49,1.0,2,24000,Office,24000.0,1.0,1088556.25,0.0,1088556.0,0.0,7.59,142.3999939,0.0,1.0,1
NonResidential,K-12 School,98102.0,EAST,48,1.0,5,43594,K-12 School,40809.0,0.9361150617057393,2478045.5,0.0,1264732.0,1213313.0,73.26,128.5,0.0,1.0,1
NonResidential,Senior Care Community,98133.0,NORTHWEST,62,1.0,2,51298,Senior Care Community,51298.0,1.0,5655578.0,0.0,2094607.0,3560971.0,203.73,201.1000061,0.0,1.0,1
NonResidential,Worship Facility,98133.0,NORTHWEST,54,1.0,1,22047,Worship Facility,22898.0,1.0385993559214406,265774.9063,0.0,265775.0,0.0,1.85,36.40000153,0.0,1.0,2
NonResidential,Warehouse,98108.0,GREATER DUWAMISH,37,1.0,1,31600,Non-Refrigerated Warehouse,31600.0,1.0,3363535.5,0.0,1633306.0,1730229.0,103.28,219.8000031,0.0,1.0,1
